scBarcode	Set	Origi	Type
human3_lib3.final_cell_0128	Donor3	acinar	acinar
human3_lib3.final_cell_0129	Donor3	acinar	acinar
human3_lib3.final_cell_0130	Donor3	alpha	alpha
human3_lib3.final_cell_0131	Donor3	beta	beta
human3_lib3.final_cell_0132	Donor3	acinar	acinar
human3_lib3.final_cell_0133	Donor3	alpha	alpha
human3_lib3.final_cell_0134	Donor3	activated_stellate	activated_stellate
human3_lib3.final_cell_0135	Donor3	acinar	acinar
human3_lib3.final_cell_0136	Donor3	beta	beta
human3_lib3.final_cell_0137	Donor3	beta	beta
human3_lib3.final_cell_0138	Donor3	beta	beta
human3_lib3.final_cell_0139	Donor3	acinar	acinar
human3_lib3.final_cell_0140	Donor3	beta	beta
human3_lib3.final_cell_0141	Donor3	beta	beta
human3_lib3.final_cell_0142	Donor3	beta	beta
human3_lib3.final_cell_0143	Donor3	acinar	acinar
human3_lib3.final_cell_0144	Donor3	acinar	acinar
human3_lib3.final_cell_0145	Donor3	acinar	acinar
human3_lib3.final_cell_0146	Donor3	endothelial	endothelial
human3_lib3.final_cell_0147	Donor3	alpha	alpha
human3_lib3.final_cell_0148	Donor3	beta	beta
human3_lib3.final_cell_0149	Donor3	delta	delta
human3_lib3.final_cell_0150	Donor3	beta	beta
human3_lib3.final_cell_0151	Donor3	beta	beta
human3_lib3.final_cell_0152	Donor3	acinar	acinar
human3_lib3.final_cell_0153	Donor3	beta	beta
human3_lib3.final_cell_0154	Donor3	activated_stellate	activated_stellate
human3_lib3.final_cell_0155	Donor3	acinar	acinar
human3_lib3.final_cell_0156	Donor3	acinar	acinar
human3_lib3.final_cell_0157	Donor3	acinar	acinar
human3_lib3.final_cell_0158	Donor3	alpha	alpha
human3_lib3.final_cell_0159	Donor3	delta	delta
human3_lib3.final_cell_0160	Donor3	acinar	acinar
human3_lib3.final_cell_0161	Donor3	beta	beta
human3_lib3.final_cell_0162	Donor3	acinar	acinar
human3_lib3.final_cell_0163	Donor3	acinar	acinar
human3_lib3.final_cell_0164	Donor3	acinar	acinar
human3_lib3.final_cell_0165	Donor3	beta	beta
human3_lib3.final_cell_0166	Donor3	acinar	acinar
human3_lib3.final_cell_0167	Donor3	beta	beta
human3_lib3.final_cell_0168	Donor3	acinar	acinar
human3_lib3.final_cell_0169	Donor3	beta	beta
human3_lib3.final_cell_0170	Donor3	acinar	acinar
human3_lib3.final_cell_0171	Donor3	alpha	alpha
human3_lib3.final_cell_0172	Donor3	ductal	ductal
human3_lib3.final_cell_0173	Donor3	acinar	acinar
human3_lib3.final_cell_0174	Donor3	acinar	acinar
human3_lib3.final_cell_0175	Donor3	activated_stellate	activated_stellate
human3_lib3.final_cell_0176	Donor3	acinar	acinar
human3_lib3.final_cell_0177	Donor3	acinar	acinar
human3_lib3.final_cell_0178	Donor3	beta	beta
human3_lib3.final_cell_0179	Donor3	acinar	acinar
human3_lib3.final_cell_0180	Donor3	acinar	acinar
human3_lib3.final_cell_0181	Donor3	beta	beta
human3_lib3.final_cell_0182	Donor3	activated_stellate	activated_stellate
human3_lib3.final_cell_0183	Donor3	alpha	alpha
human3_lib3.final_cell_0184	Donor3	beta	beta
human3_lib3.final_cell_0185	Donor3	beta	beta
human3_lib3.final_cell_0186	Donor3	acinar	acinar
human3_lib3.final_cell_0187	Donor3	beta	beta
human3_lib3.final_cell_0188	Donor3	acinar	acinar
human3_lib3.final_cell_0189	Donor3	alpha	alpha
human3_lib3.final_cell_0190	Donor3	beta	beta
human3_lib3.final_cell_0191	Donor3	acinar	acinar
human3_lib3.final_cell_0192	Donor3	acinar	acinar
human3_lib3.final_cell_0193	Donor3	beta	beta
human3_lib3.final_cell_0194	Donor3	acinar	acinar
human3_lib3.final_cell_0195	Donor3	acinar	acinar
human3_lib3.final_cell_0196	Donor3	alpha	alpha
human3_lib3.final_cell_0198	Donor3	acinar	acinar
human3_lib3.final_cell_0199	Donor3	beta	beta
human3_lib3.final_cell_0200	Donor3	beta	beta
human3_lib3.final_cell_0201	Donor3	acinar	acinar
human3_lib3.final_cell_0202	Donor3	beta	beta
human3_lib3.final_cell_0203	Donor3	acinar	acinar
human3_lib3.final_cell_0204	Donor3	acinar	acinar
human3_lib3.final_cell_0205	Donor3	acinar	acinar
human3_lib3.final_cell_0206	Donor3	beta	beta
human3_lib3.final_cell_0207	Donor3	acinar	acinar
human3_lib3.final_cell_0208	Donor3	acinar	acinar
human3_lib3.final_cell_0209	Donor3	beta	beta
human3_lib3.final_cell_0210	Donor3	beta	beta
human3_lib3.final_cell_0211	Donor3	delta	delta
human3_lib3.final_cell_0212	Donor3	alpha	alpha
human3_lib3.final_cell_0213	Donor3	endothelial	endothelial
human3_lib3.final_cell_0214	Donor3	acinar	acinar
human3_lib3.final_cell_0215	Donor3	beta	beta
human3_lib3.final_cell_0216	Donor3	alpha	alpha
human3_lib3.final_cell_0217	Donor3	alpha	alpha
human3_lib3.final_cell_0218	Donor3	beta	beta
human3_lib3.final_cell_0219	Donor3	alpha	alpha
human3_lib3.final_cell_0220	Donor3	acinar	acinar
human3_lib3.final_cell_0221	Donor3	acinar	acinar
human3_lib3.final_cell_0222	Donor3	alpha	alpha
human3_lib3.final_cell_0223	Donor3	acinar	acinar
human3_lib3.final_cell_0224	Donor3	ductal	ductal
human3_lib3.final_cell_0225	Donor3	beta	beta
human3_lib3.final_cell_0226	Donor3	acinar	acinar
human3_lib3.final_cell_0227	Donor3	acinar	acinar
human3_lib3.final_cell_0228	Donor3	acinar	acinar
human3_lib3.final_cell_0229	Donor3	acinar	acinar
human3_lib3.final_cell_0230	Donor3	ductal	ductal
human3_lib3.final_cell_0231	Donor3	acinar	acinar
human3_lib3.final_cell_0232	Donor3	beta	beta
human3_lib3.final_cell_0233	Donor3	acinar	acinar
human3_lib3.final_cell_0234	Donor3	alpha	alpha
human3_lib3.final_cell_0235	Donor3	acinar	acinar
human3_lib3.final_cell_0236	Donor3	beta	beta
human3_lib3.final_cell_0237	Donor3	gamma	gamma
human3_lib3.final_cell_0238	Donor3	beta	beta
human3_lib3.final_cell_0239	Donor3	beta	beta
human3_lib3.final_cell_0240	Donor3	alpha	alpha
human3_lib3.final_cell_0241	Donor3	acinar	acinar
human3_lib3.final_cell_0242	Donor3	alpha	alpha
human3_lib3.final_cell_0243	Donor3	acinar	acinar
human3_lib3.final_cell_0244	Donor3	ductal	ductal
human3_lib3.final_cell_0245	Donor3	alpha	alpha
human3_lib3.final_cell_0246	Donor3	beta	beta
human3_lib3.final_cell_0247	Donor3	beta	beta
human3_lib3.final_cell_0248	Donor3	beta	beta
human3_lib3.final_cell_0249	Donor3	beta	beta
human3_lib3.final_cell_0250	Donor3	ductal	ductal
human3_lib3.final_cell_0251	Donor3	beta	beta
human3_lib3.final_cell_0252	Donor3	ductal	ductal
human3_lib3.final_cell_0253	Donor3	beta	beta
human3_lib3.final_cell_0254	Donor3	beta	beta
human3_lib3.final_cell_0255	Donor3	ductal	ductal
human3_lib3.final_cell_0256	Donor3	beta	beta
human3_lib3.final_cell_0257	Donor3	beta	beta
human3_lib3.final_cell_0258	Donor3	acinar	acinar
human3_lib3.final_cell_0259	Donor3	beta	beta
human3_lib3.final_cell_0260	Donor3	beta	beta
human3_lib3.final_cell_0261	Donor3	alpha	alpha
human3_lib3.final_cell_0262	Donor3	acinar	acinar
human3_lib3.final_cell_0263	Donor3	beta	beta
human3_lib3.final_cell_0264	Donor3	delta	delta
human3_lib3.final_cell_0265	Donor3	activated_stellate	activated_stellate
human3_lib3.final_cell_0266	Donor3	acinar	acinar
human3_lib3.final_cell_0267	Donor3	ductal	ductal
human3_lib3.final_cell_0268	Donor3	acinar	acinar
human3_lib3.final_cell_0269	Donor3	beta	beta
human3_lib3.final_cell_0270	Donor3	beta	beta
human3_lib3.final_cell_0271	Donor3	ductal	ductal
human3_lib3.final_cell_0272	Donor3	acinar	acinar
human3_lib3.final_cell_0273	Donor3	alpha	alpha
human3_lib3.final_cell_0274	Donor3	delta	delta
human3_lib3.final_cell_0275	Donor3	beta	beta
human3_lib3.final_cell_0276	Donor3	acinar	acinar
human3_lib3.final_cell_0277	Donor3	alpha	alpha
human3_lib3.final_cell_0278	Donor3	ductal	ductal
human3_lib3.final_cell_0279	Donor3	beta	beta
human3_lib3.final_cell_0280	Donor3	alpha	alpha
human3_lib3.final_cell_0281	Donor3	alpha	alpha
human3_lib3.final_cell_0282	Donor3	beta	beta
human3_lib3.final_cell_0283	Donor3	activated_stellate	activated_stellate
human3_lib3.final_cell_0284	Donor3	acinar	acinar
human3_lib3.final_cell_0285	Donor3	delta	delta
human3_lib3.final_cell_0286	Donor3	beta	beta
human3_lib3.final_cell_0287	Donor3	alpha	alpha
human3_lib3.final_cell_0288	Donor3	ductal	ductal
human3_lib3.final_cell_0289	Donor3	acinar	acinar
human3_lib3.final_cell_0290	Donor3	ductal	ductal
human3_lib3.final_cell_0291	Donor3	alpha	alpha
human3_lib3.final_cell_0292	Donor3	endothelial	endothelial
human3_lib3.final_cell_0293	Donor3	acinar	acinar
human3_lib3.final_cell_0294	Donor3	alpha	alpha
human3_lib3.final_cell_0295	Donor3	alpha	alpha
human3_lib3.final_cell_0296	Donor3	acinar	acinar
human3_lib3.final_cell_0297	Donor3	beta	beta
human3_lib3.final_cell_0298	Donor3	beta	beta
human3_lib3.final_cell_0299	Donor3	ductal	ductal
human3_lib3.final_cell_0300	Donor3	ductal	ductal
human3_lib3.final_cell_0301	Donor3	acinar	acinar
human3_lib3.final_cell_0302	Donor3	ductal	ductal
human3_lib3.final_cell_0303	Donor3	delta	delta
human3_lib3.final_cell_0304	Donor3	beta	beta
human3_lib3.final_cell_0305	Donor3	delta	delta
human3_lib3.final_cell_0306	Donor3	acinar	acinar
human3_lib3.final_cell_0307	Donor3	delta	delta
human3_lib3.final_cell_0308	Donor3	alpha	alpha
human3_lib3.final_cell_0309	Donor3	alpha	alpha
human3_lib3.final_cell_0310	Donor3	beta	beta
human3_lib3.final_cell_0311	Donor3	endothelial	endothelial
human3_lib3.final_cell_0312	Donor3	ductal	ductal
human3_lib3.final_cell_0313	Donor3	beta	beta
human3_lib3.final_cell_0314	Donor3	beta	beta
human3_lib3.final_cell_0315	Donor3	alpha	alpha
human3_lib3.final_cell_0316	Donor3	acinar	acinar
human3_lib3.final_cell_0317	Donor3	alpha	alpha
human3_lib3.final_cell_0318	Donor3	delta	delta
human3_lib3.final_cell_0319	Donor3	alpha	alpha
human3_lib3.final_cell_0320	Donor3	alpha	alpha
human3_lib3.final_cell_0321	Donor3	beta	beta
human3_lib3.final_cell_0322	Donor3	ductal	ductal
human3_lib3.final_cell_0323	Donor3	beta	beta
human3_lib3.final_cell_0324	Donor3	macrophage	macrophage
human3_lib3.final_cell_0325	Donor3	alpha	alpha
human3_lib3.final_cell_0326	Donor3	delta	delta
human3_lib3.final_cell_0327	Donor3	ductal	ductal
human3_lib3.final_cell_0328	Donor3	beta	beta
human3_lib3.final_cell_0329	Donor3	ductal	ductal
human3_lib3.final_cell_0330	Donor3	alpha	alpha
human3_lib3.final_cell_0331	Donor3	delta	delta
human3_lib3.final_cell_0332	Donor3	beta	beta
human3_lib3.final_cell_0333	Donor3	acinar	acinar
human3_lib3.final_cell_0334	Donor3	ductal	ductal
human3_lib3.final_cell_0335	Donor3	ductal	ductal
human3_lib3.final_cell_0336	Donor3	beta	beta
human3_lib3.final_cell_0337	Donor3	alpha	alpha
human3_lib3.final_cell_0338	Donor3	alpha	alpha
human3_lib3.final_cell_0339	Donor3	acinar	acinar
human3_lib3.final_cell_0340	Donor3	beta	beta
human3_lib3.final_cell_0341	Donor3	ductal	ductal
human3_lib3.final_cell_0342	Donor3	ductal	ductal
human3_lib3.final_cell_0344	Donor3	alpha	alpha
human3_lib3.final_cell_0345	Donor3	delta	delta
human3_lib3.final_cell_0346	Donor3	alpha	alpha
human3_lib3.final_cell_0347	Donor3	alpha	alpha
human3_lib3.final_cell_0348	Donor3	alpha	alpha
human3_lib3.final_cell_0349	Donor3	beta	beta
human3_lib3.final_cell_0350	Donor3	beta	beta
human3_lib3.final_cell_0351	Donor3	beta	beta
human3_lib3.final_cell_0352	Donor3	alpha	alpha
human3_lib3.final_cell_0353	Donor3	alpha	alpha
human3_lib3.final_cell_0354	Donor3	acinar	acinar
human3_lib3.final_cell_0355	Donor3	acinar	acinar
human3_lib3.final_cell_0356	Donor3	beta	beta
human3_lib3.final_cell_0357	Donor3	alpha	alpha
human3_lib3.final_cell_0358	Donor3	alpha	alpha
human3_lib3.final_cell_0359	Donor3	beta	beta
human3_lib3.final_cell_0360	Donor3	alpha	alpha
human3_lib3.final_cell_0361	Donor3	acinar	acinar
human3_lib3.final_cell_0362	Donor3	delta	delta
human3_lib3.final_cell_0363	Donor3	acinar	acinar
human3_lib3.final_cell_0365	Donor3	alpha	alpha
human3_lib3.final_cell_0366	Donor3	ductal	ductal
human3_lib3.final_cell_0367	Donor3	beta	beta
human3_lib3.final_cell_0368	Donor3	alpha	alpha
human3_lib3.final_cell_0369	Donor3	alpha	alpha
human3_lib3.final_cell_0370	Donor3	alpha	alpha
human3_lib3.final_cell_0371	Donor3	beta	beta
human3_lib3.final_cell_0372	Donor3	alpha	alpha
human3_lib3.final_cell_0373	Donor3	gamma	gamma
human3_lib3.final_cell_0374	Donor3	delta	delta
human3_lib3.final_cell_0375	Donor3	endothelial	endothelial
human3_lib3.final_cell_0376	Donor3	alpha	alpha
human3_lib3.final_cell_0377	Donor3	beta	beta
human3_lib3.final_cell_0378	Donor3	alpha	alpha
human3_lib3.final_cell_0379	Donor3	delta	delta
human3_lib3.final_cell_0380	Donor3	beta	beta
human3_lib3.final_cell_0381	Donor3	delta	delta
human3_lib3.final_cell_0382	Donor3	ductal	ductal
human3_lib3.final_cell_0383	Donor3	beta	beta
human3_lib3.final_cell_0384	Donor3	alpha	alpha
human3_lib3.final_cell_0385	Donor3	acinar	acinar
human3_lib3.final_cell_0386	Donor3	alpha	alpha
human3_lib3.final_cell_0387	Donor3	beta	beta
human3_lib3.final_cell_0388	Donor3	ductal	ductal
human3_lib3.final_cell_0390	Donor3	alpha	alpha
human3_lib3.final_cell_0391	Donor3	beta	beta
human3_lib3.final_cell_0392	Donor3	ductal	ductal
human3_lib3.final_cell_0393	Donor3	acinar	acinar
human3_lib3.final_cell_0394	Donor3	alpha	alpha
human3_lib3.final_cell_0395	Donor3	beta	beta
human3_lib3.final_cell_0396	Donor3	acinar	acinar
human3_lib3.final_cell_0397	Donor3	alpha	alpha
human3_lib3.final_cell_0398	Donor3	alpha	alpha
human3_lib3.final_cell_0399	Donor3	alpha	alpha
human3_lib3.final_cell_0400	Donor3	alpha	alpha
human3_lib3.final_cell_0401	Donor3	beta	beta
human3_lib3.final_cell_0402	Donor3	ductal	ductal
human3_lib3.final_cell_0403	Donor3	beta	beta
human3_lib3.final_cell_0404	Donor3	alpha	alpha
human3_lib3.final_cell_0405	Donor3	alpha	alpha
human3_lib3.final_cell_0406	Donor3	acinar	acinar
human3_lib3.final_cell_0407	Donor3	ductal	ductal
human3_lib3.final_cell_0408	Donor3	beta	beta
human3_lib3.final_cell_0409	Donor3	ductal	ductal
human3_lib3.final_cell_0410	Donor3	alpha	alpha
human3_lib3.final_cell_0411	Donor3	beta	beta
human3_lib3.final_cell_0412	Donor3	beta	beta
human3_lib3.final_cell_0413	Donor3	macrophage	macrophage
human3_lib3.final_cell_0414	Donor3	beta	beta
human3_lib3.final_cell_0415	Donor3	acinar	acinar
human3_lib3.final_cell_0416	Donor3	beta	beta
human3_lib3.final_cell_0417	Donor3	ductal	ductal
human3_lib3.final_cell_0419	Donor3	beta	beta
human3_lib3.final_cell_0420	Donor3	ductal	ductal
human3_lib3.final_cell_0421	Donor3	alpha	alpha
human3_lib3.final_cell_0422	Donor3	beta	beta
human3_lib3.final_cell_0423	Donor3	alpha	alpha
human3_lib3.final_cell_0424	Donor3	alpha	alpha
human3_lib3.final_cell_0425	Donor3	alpha	alpha
human3_lib3.final_cell_0426	Donor3	alpha	alpha
human3_lib3.final_cell_0427	Donor3	alpha	alpha
human3_lib3.final_cell_0429	Donor3	beta	beta
human3_lib3.final_cell_0430	Donor3	alpha	alpha
human3_lib3.final_cell_0431	Donor3	alpha	alpha
human3_lib3.final_cell_0432	Donor3	beta	beta
human3_lib3.final_cell_0433	Donor3	endothelial	endothelial
human3_lib3.final_cell_0434	Donor3	alpha	alpha
human3_lib3.final_cell_0435	Donor3	beta	beta
human3_lib3.final_cell_0436	Donor3	alpha	alpha
human3_lib3.final_cell_0437	Donor3	ductal	ductal
human3_lib3.final_cell_0438	Donor3	endothelial	endothelial
human3_lib3.final_cell_0439	Donor3	alpha	alpha
human3_lib3.final_cell_0440	Donor3	acinar	acinar
human3_lib3.final_cell_0441	Donor3	ductal	ductal
human3_lib3.final_cell_0442	Donor3	activated_stellate	activated_stellate
human3_lib3.final_cell_0443	Donor3	alpha	alpha
human3_lib3.final_cell_0444	Donor3	beta	beta
human3_lib3.final_cell_0445	Donor3	beta	beta
human3_lib3.final_cell_0446	Donor3	alpha	alpha
human3_lib3.final_cell_0447	Donor3	endothelial	endothelial
human3_lib3.final_cell_0448	Donor3	alpha	alpha
human3_lib3.final_cell_0449	Donor3	ductal	ductal
human3_lib3.final_cell_0450	Donor3	delta	delta
human3_lib3.final_cell_0451	Donor3	alpha	alpha
human3_lib3.final_cell_0452	Donor3	alpha	alpha
human3_lib3.final_cell_0453	Donor3	acinar	acinar
human3_lib3.final_cell_0454	Donor3	ductal	ductal
human3_lib3.final_cell_0455	Donor3	alpha	alpha
human3_lib3.final_cell_0456	Donor3	alpha	alpha
human3_lib3.final_cell_0457	Donor3	alpha	alpha
human3_lib3.final_cell_0458	Donor3	alpha	alpha
human3_lib3.final_cell_0459	Donor3	ductal	ductal
human3_lib3.final_cell_0460	Donor3	alpha	alpha
human3_lib3.final_cell_0461	Donor3	ductal	ductal
human3_lib3.final_cell_0462	Donor3	alpha	alpha
human3_lib3.final_cell_0463	Donor3	alpha	alpha
human3_lib3.final_cell_0464	Donor3	beta	beta
human3_lib3.final_cell_0465	Donor3	beta	beta
human3_lib3.final_cell_0467	Donor3	acinar	acinar
human3_lib3.final_cell_0468	Donor3	alpha	alpha
human3_lib3.final_cell_0469	Donor3	alpha	alpha
human3_lib3.final_cell_0470	Donor3	alpha	alpha
human3_lib3.final_cell_0471	Donor3	ductal	ductal
human3_lib3.final_cell_0472	Donor3	alpha	alpha
human3_lib3.final_cell_0473	Donor3	acinar	acinar
human3_lib3.final_cell_0474	Donor3	alpha	alpha
human3_lib3.final_cell_0475	Donor3	beta	beta
human3_lib3.final_cell_0476	Donor3	beta	beta
human3_lib3.final_cell_0477	Donor3	delta	delta
human3_lib3.final_cell_0478	Donor3	acinar	acinar
human3_lib3.final_cell_0479	Donor3	alpha	alpha
human3_lib3.final_cell_0480	Donor3	alpha	alpha
human3_lib3.final_cell_0481	Donor3	beta	beta
human3_lib3.final_cell_0482	Donor3	alpha	alpha
human3_lib3.final_cell_0483	Donor3	acinar	acinar
human3_lib3.final_cell_0484	Donor3	gamma	gamma
human3_lib3.final_cell_0485	Donor3	alpha	alpha
human3_lib3.final_cell_0486	Donor3	alpha	alpha
human3_lib3.final_cell_0487	Donor3	beta	beta
human3_lib3.final_cell_0488	Donor3	alpha	alpha
human3_lib3.final_cell_0489	Donor3	beta	beta
human3_lib3.final_cell_0490	Donor3	ductal	ductal
human3_lib3.final_cell_0491	Donor3	ductal	ductal
human3_lib3.final_cell_0492	Donor3	alpha	alpha
human3_lib3.final_cell_0493	Donor3	beta	beta
human3_lib3.final_cell_0494	Donor3	alpha	alpha
human3_lib3.final_cell_0495	Donor3	acinar	acinar
human3_lib3.final_cell_0496	Donor3	ductal	ductal
human3_lib3.final_cell_0497	Donor3	alpha	alpha
human3_lib3.final_cell_0498	Donor3	alpha	alpha
human3_lib3.final_cell_0499	Donor3	alpha	alpha
human3_lib3.final_cell_0500	Donor3	alpha	alpha
human3_lib3.final_cell_0501	Donor3	beta	beta
human3_lib3.final_cell_0502	Donor3	alpha	alpha
human3_lib3.final_cell_0503	Donor3	beta	beta
human3_lib3.final_cell_0504	Donor3	beta	beta
human3_lib3.final_cell_0505	Donor3	alpha	alpha
human3_lib3.final_cell_0506	Donor3	alpha	alpha
human3_lib3.final_cell_0507	Donor3	beta	beta
human3_lib3.final_cell_0508	Donor3	alpha	alpha
human3_lib3.final_cell_0509	Donor3	alpha	alpha
human3_lib3.final_cell_0510	Donor3	alpha	alpha
human3_lib3.final_cell_0511	Donor3	alpha	alpha
human3_lib3.final_cell_0512	Donor3	alpha	alpha
human3_lib3.final_cell_0513	Donor3	alpha	alpha
human3_lib3.final_cell_0514	Donor3	beta	beta
human3_lib3.final_cell_0515	Donor3	beta	beta
human3_lib3.final_cell_0516	Donor3	activated_stellate	activated_stellate
human3_lib3.final_cell_0517	Donor3	endothelial	endothelial
human3_lib3.final_cell_0518	Donor3	activated_stellate	activated_stellate
human3_lib3.final_cell_0519	Donor3	activated_stellate	activated_stellate
human3_lib3.final_cell_0520	Donor3	beta	beta
human3_lib3.final_cell_0521	Donor3	ductal	ductal
human3_lib3.final_cell_0522	Donor3	ductal	ductal
human3_lib3.final_cell_0523	Donor3	activated_stellate	activated_stellate
human3_lib3.final_cell_0524	Donor3	ductal	ductal
human3_lib3.final_cell_0525	Donor3	acinar	acinar
human3_lib3.final_cell_0526	Donor3	alpha	alpha
human3_lib3.final_cell_0527	Donor3	beta	beta
human3_lib3.final_cell_0528	Donor3	ductal	ductal
human3_lib3.final_cell_0529	Donor3	gamma	gamma
human3_lib3.final_cell_0530	Donor3	activated_stellate	activated_stellate
human3_lib3.final_cell_0531	Donor3	beta	beta
human3_lib3.final_cell_0532	Donor3	delta	delta
human3_lib3.final_cell_0533	Donor3	alpha	alpha
human3_lib3.final_cell_0534	Donor3	beta	beta
human3_lib3.final_cell_0535	Donor3	alpha	alpha
human3_lib3.final_cell_0536	Donor3	acinar	acinar
human3_lib3.final_cell_0537	Donor3	acinar	acinar
human3_lib3.final_cell_0538	Donor3	alpha	alpha
human3_lib3.final_cell_0539	Donor3	alpha	alpha
human3_lib3.final_cell_0540	Donor3	ductal	ductal
human3_lib3.final_cell_0541	Donor3	ductal	ductal
human3_lib3.final_cell_0542	Donor3	beta	beta
human3_lib3.final_cell_0543	Donor3	alpha	alpha
human3_lib3.final_cell_0544	Donor3	alpha	alpha
human3_lib3.final_cell_0545	Donor3	alpha	alpha
human3_lib3.final_cell_0546	Donor3	ductal	ductal
human3_lib3.final_cell_0547	Donor3	ductal	ductal
human3_lib3.final_cell_0548	Donor3	alpha	alpha
human3_lib3.final_cell_0549	Donor3	beta	beta
human3_lib3.final_cell_0550	Donor3	alpha	alpha
human3_lib3.final_cell_0551	Donor3	acinar	acinar
human3_lib3.final_cell_0552	Donor3	alpha	alpha
human3_lib3.final_cell_0554	Donor3	activated_stellate	activated_stellate
human3_lib3.final_cell_0555	Donor3	beta	beta
human3_lib3.final_cell_0556	Donor3	beta	beta
human3_lib3.final_cell_0557	Donor3	alpha	alpha
human3_lib3.final_cell_0558	Donor3	ductal	ductal
human3_lib3.final_cell_0559	Donor3	alpha	alpha
human3_lib3.final_cell_0560	Donor3	acinar	acinar
human3_lib3.final_cell_0561	Donor3	alpha	alpha
