Barcode	Origi	Set
human3_lib2.final_cell_0345	ductal	Donor3
human3_lib2.final_cell_0346	beta	Donor3
human3_lib2.final_cell_0347	beta	Donor3
human3_lib2.final_cell_0348	alpha	Donor3
human3_lib2.final_cell_0349	alpha	Donor3
human3_lib2.final_cell_0350	alpha	Donor3
human3_lib2.final_cell_0351	beta	Donor3
human3_lib2.final_cell_0352	beta	Donor3
human3_lib2.final_cell_0353	alpha	Donor3
human3_lib2.final_cell_0354	beta	Donor3
human3_lib2.final_cell_0355	beta	Donor3
human3_lib2.final_cell_0356	alpha	Donor3
human3_lib2.final_cell_0357	alpha	Donor3
human3_lib2.final_cell_0358	beta	Donor3
human3_lib2.final_cell_0359	acinar	Donor3
human3_lib2.final_cell_0360	alpha	Donor3
human3_lib2.final_cell_0361	beta	Donor3
human3_lib2.final_cell_0362	alpha	Donor3
human3_lib2.final_cell_0363	alpha	Donor3
human3_lib2.final_cell_0364	alpha	Donor3
human3_lib2.final_cell_0365	alpha	Donor3
human3_lib2.final_cell_0366	beta	Donor3
human3_lib2.final_cell_0367	beta	Donor3
human3_lib2.final_cell_0368	activated_stellate	Donor3
human3_lib2.final_cell_0369	beta	Donor3
human3_lib2.final_cell_0370	activated_stellate	Donor3
human3_lib2.final_cell_0371	beta	Donor3
human3_lib2.final_cell_0372	alpha	Donor3
human3_lib2.final_cell_0373	endothelial	Donor3
human3_lib2.final_cell_0374	acinar	Donor3
human3_lib2.final_cell_0375	ductal	Donor3
human3_lib2.final_cell_0376	alpha	Donor3
human3_lib2.final_cell_0377	alpha	Donor3
human3_lib2.final_cell_0378	alpha	Donor3
human3_lib2.final_cell_0379	ductal	Donor3
human3_lib2.final_cell_0380	gamma	Donor3
human3_lib2.final_cell_0381	beta	Donor3
human3_lib2.final_cell_0382	beta	Donor3
human3_lib2.final_cell_0383	ductal	Donor3
human3_lib2.final_cell_0384	acinar	Donor3
human3_lib2.final_cell_0385	alpha	Donor3
human3_lib2.final_cell_0386	delta	Donor3
human3_lib2.final_cell_0387	delta	Donor3
human3_lib2.final_cell_0389	alpha	Donor3
human3_lib2.final_cell_0390	beta	Donor3
human3_lib2.final_cell_0391	ductal	Donor3
human3_lib2.final_cell_0392	alpha	Donor3
human3_lib2.final_cell_0393	alpha	Donor3
human3_lib2.final_cell_0394	ductal	Donor3
human3_lib2.final_cell_0395	alpha	Donor3
human3_lib2.final_cell_0396	acinar	Donor3
human3_lib2.final_cell_0397	alpha	Donor3
human3_lib2.final_cell_0398	ductal	Donor3
human3_lib2.final_cell_0399	ductal	Donor3
human3_lib2.final_cell_0400	alpha	Donor3
human3_lib2.final_cell_0401	alpha	Donor3
human3_lib2.final_cell_0402	ductal	Donor3
human3_lib2.final_cell_0403	acinar	Donor3
human3_lib2.final_cell_0404	alpha	Donor3
human3_lib2.final_cell_0405	alpha	Donor3
human3_lib2.final_cell_0406	ductal	Donor3
human3_lib2.final_cell_0407	alpha	Donor3
human3_lib2.final_cell_0408	alpha	Donor3
human3_lib2.final_cell_0409	ductal	Donor3
human3_lib2.final_cell_0410	alpha	Donor3
human3_lib2.final_cell_0411	acinar	Donor3
human3_lib2.final_cell_0412	beta	Donor3
human3_lib2.final_cell_0413	beta	Donor3
human3_lib2.final_cell_0414	ductal	Donor3
human3_lib2.final_cell_0415	alpha	Donor3
human3_lib2.final_cell_0416	activated_stellate	Donor3
human3_lib2.final_cell_0417	ductal	Donor3
human3_lib2.final_cell_0418	beta	Donor3
human3_lib2.final_cell_0419	beta	Donor3
human3_lib2.final_cell_0420	alpha	Donor3
human3_lib2.final_cell_0421	acinar	Donor3
human3_lib2.final_cell_0423	alpha	Donor3
human3_lib2.final_cell_0424	alpha	Donor3
human3_lib2.final_cell_0425	alpha	Donor3
human3_lib2.final_cell_0426	acinar	Donor3
human3_lib2.final_cell_0427	alpha	Donor3
human3_lib2.final_cell_0428	beta	Donor3
human3_lib2.final_cell_0429	endothelial	Donor3
human3_lib2.final_cell_0430	alpha	Donor3
human3_lib2.final_cell_0431	alpha	Donor3
human3_lib2.final_cell_0432	gamma	Donor3
human3_lib2.final_cell_0433	alpha	Donor3
human3_lib2.final_cell_0434	beta	Donor3
human3_lib2.final_cell_0435	beta	Donor3
human3_lib2.final_cell_0436	ductal	Donor3
human3_lib2.final_cell_0437	delta	Donor3
human3_lib2.final_cell_0439	beta	Donor3
human3_lib2.final_cell_0440	alpha	Donor3
human3_lib2.final_cell_0441	activated_stellate	Donor3
human3_lib2.final_cell_0442	alpha	Donor3
human3_lib2.final_cell_0443	beta	Donor3
human3_lib2.final_cell_0444	alpha	Donor3
human3_lib2.final_cell_0445	acinar	Donor3
human3_lib2.final_cell_0446	alpha	Donor3
human3_lib2.final_cell_0447	alpha	Donor3
human3_lib2.final_cell_0448	alpha	Donor3
human3_lib2.final_cell_0449	alpha	Donor3
human3_lib2.final_cell_0450	beta	Donor3
human3_lib2.final_cell_0451	alpha	Donor3
human3_lib2.final_cell_0452	alpha	Donor3
human3_lib2.final_cell_0453	acinar	Donor3
human3_lib2.final_cell_0454	beta	Donor3
human3_lib2.final_cell_0455	alpha	Donor3
human3_lib2.final_cell_0456	alpha	Donor3
human3_lib2.final_cell_0457	alpha	Donor3
human3_lib2.final_cell_0458	ductal	Donor3
human3_lib2.final_cell_0459	ductal	Donor3
human3_lib2.final_cell_0460	ductal	Donor3
human3_lib2.final_cell_0461	activated_stellate	Donor3
human3_lib2.final_cell_0462	acinar	Donor3
human3_lib2.final_cell_0463	alpha	Donor3
human3_lib2.final_cell_0464	beta	Donor3
human3_lib2.final_cell_0465	beta	Donor3
human3_lib2.final_cell_0466	acinar	Donor3
human3_lib2.final_cell_0467	alpha	Donor3
human3_lib2.final_cell_0468	alpha	Donor3
human3_lib2.final_cell_0469	acinar	Donor3
human3_lib2.final_cell_0470	alpha	Donor3
human3_lib2.final_cell_0471	alpha	Donor3
human3_lib2.final_cell_0472	acinar	Donor3
human3_lib2.final_cell_0473	acinar	Donor3
human3_lib2.final_cell_0474	acinar	Donor3
human3_lib2.final_cell_0475	delta	Donor3
human3_lib2.final_cell_0476	ductal	Donor3
human3_lib2.final_cell_0477	acinar	Donor3
human3_lib2.final_cell_0478	alpha	Donor3
human3_lib2.final_cell_0479	alpha	Donor3
human3_lib2.final_cell_0480	alpha	Donor3
human3_lib2.final_cell_0481	acinar	Donor3
human3_lib2.final_cell_0482	alpha	Donor3
human3_lib2.final_cell_0483	alpha	Donor3
human3_lib2.final_cell_0484	alpha	Donor3
human3_lib2.final_cell_0485	alpha	Donor3
human3_lib2.final_cell_0486	acinar	Donor3
human3_lib2.final_cell_0487	alpha	Donor3
human3_lib2.final_cell_0488	alpha	Donor3
human3_lib2.final_cell_0489	alpha	Donor3
human3_lib2.final_cell_0490	beta	Donor3
human3_lib2.final_cell_0491	acinar	Donor3
human3_lib2.final_cell_0492	activated_stellate	Donor3
human3_lib2.final_cell_0493	alpha	Donor3
human3_lib2.final_cell_0494	quiescent_stellate	Donor3
human3_lib2.final_cell_0495	alpha	Donor3
human3_lib2.final_cell_0496	alpha	Donor3
human3_lib2.final_cell_0497	acinar	Donor3
human3_lib2.final_cell_0498	alpha	Donor3
human3_lib2.final_cell_0499	beta	Donor3
human3_lib2.final_cell_0500	alpha	Donor3
human3_lib2.final_cell_0501	alpha	Donor3
human3_lib2.final_cell_0502	ductal	Donor3
human3_lib2.final_cell_0503	alpha	Donor3
human3_lib2.final_cell_0504	ductal	Donor3
human3_lib2.final_cell_0505	alpha	Donor3
human3_lib2.final_cell_0506	acinar	Donor3
human3_lib2.final_cell_0507	alpha	Donor3
human3_lib2.final_cell_0508	beta	Donor3
human3_lib2.final_cell_0509	alpha	Donor3
human3_lib2.final_cell_0510	alpha	Donor3
human3_lib2.final_cell_0511	beta	Donor3
human3_lib2.final_cell_0512	beta	Donor3
human3_lib2.final_cell_0513	alpha	Donor3
human3_lib2.final_cell_0514	alpha	Donor3
human3_lib2.final_cell_0515	alpha	Donor3
human3_lib2.final_cell_0516	ductal	Donor3
human3_lib2.final_cell_0517	alpha	Donor3
human3_lib2.final_cell_0518	alpha	Donor3
human3_lib2.final_cell_0519	alpha	Donor3
human3_lib2.final_cell_0520	alpha	Donor3
human3_lib2.final_cell_0521	alpha	Donor3
human3_lib2.final_cell_0522	alpha	Donor3
human3_lib2.final_cell_0524	beta	Donor3
human3_lib2.final_cell_0525	alpha	Donor3
human3_lib2.final_cell_0526	ductal	Donor3
human3_lib2.final_cell_0527	ductal	Donor3
human3_lib2.final_cell_0528	ductal	Donor3
human3_lib2.final_cell_0529	beta	Donor3
human3_lib2.final_cell_0530	endothelial	Donor3
human3_lib2.final_cell_0531	alpha	Donor3
human3_lib2.final_cell_0532	beta	Donor3
human3_lib2.final_cell_0533	alpha	Donor3
human3_lib2.final_cell_0534	beta	Donor3
human3_lib2.final_cell_0535	alpha	Donor3
human3_lib2.final_cell_0536	alpha	Donor3
human3_lib2.final_cell_0537	alpha	Donor3
human3_lib2.final_cell_0538	ductal	Donor3
human3_lib2.final_cell_0539	beta	Donor3
human3_lib2.final_cell_0540	activated_stellate	Donor3
human3_lib2.final_cell_0541	alpha	Donor3
human3_lib2.final_cell_0542	alpha	Donor3
human3_lib2.final_cell_0543	alpha	Donor3
human3_lib2.final_cell_0544	endothelial	Donor3
human3_lib2.final_cell_0545	alpha	Donor3
human3_lib2.final_cell_0547	acinar	Donor3
human3_lib2.final_cell_0548	alpha	Donor3
human3_lib2.final_cell_0549	ductal	Donor3
human3_lib2.final_cell_0550	alpha	Donor3
human3_lib2.final_cell_0551	alpha	Donor3
human3_lib2.final_cell_0552	alpha	Donor3
human3_lib2.final_cell_0553	beta	Donor3
human3_lib2.final_cell_0554	alpha	Donor3
human3_lib2.final_cell_0555	alpha	Donor3
human3_lib2.final_cell_0556	alpha	Donor3
human3_lib2.final_cell_0557	alpha	Donor3
human3_lib2.final_cell_0558	quiescent_stellate	Donor3
human3_lib2.final_cell_0559	alpha	Donor3
human3_lib2.final_cell_0560	alpha	Donor3
human3_lib2.final_cell_0561	alpha	Donor3
human3_lib2.final_cell_0562	beta	Donor3
human3_lib2.final_cell_0563	beta	Donor3
human3_lib2.final_cell_0564	alpha	Donor3
human3_lib2.final_cell_0565	alpha	Donor3
human3_lib2.final_cell_0566	beta	Donor3
human3_lib2.final_cell_0567	alpha	Donor3
human3_lib2.final_cell_0568	alpha	Donor3
human3_lib2.final_cell_0569	acinar	Donor3
human3_lib2.final_cell_0570	ductal	Donor3
human3_lib2.final_cell_0571	alpha	Donor3
human3_lib2.final_cell_0572	alpha	Donor3
human3_lib2.final_cell_0574	beta	Donor3
human3_lib2.final_cell_0575	alpha	Donor3
human3_lib2.final_cell_0576	acinar	Donor3
human3_lib2.final_cell_0577	alpha	Donor3
human3_lib2.final_cell_0578	alpha	Donor3
human3_lib2.final_cell_0579	alpha	Donor3
human3_lib2.final_cell_0580	macrophage	Donor3
human3_lib2.final_cell_0581	beta	Donor3
human3_lib2.final_cell_0582	beta	Donor3
human3_lib2.final_cell_0583	alpha	Donor3
human3_lib2.final_cell_0584	alpha	Donor3
human3_lib2.final_cell_0585	ductal	Donor3
human3_lib2.final_cell_0586	acinar	Donor3
human3_lib2.final_cell_0587	alpha	Donor3
human3_lib2.final_cell_0588	alpha	Donor3
human3_lib2.final_cell_0589	alpha	Donor3
human3_lib2.final_cell_0590	alpha	Donor3
human3_lib2.final_cell_0591	alpha	Donor3
human3_lib2.final_cell_0592	alpha	Donor3
human3_lib2.final_cell_0593	activated_stellate	Donor3
human3_lib2.final_cell_0595	alpha	Donor3
human3_lib2.final_cell_0596	gamma	Donor3
human3_lib2.final_cell_0597	alpha	Donor3
human3_lib2.final_cell_0598	alpha	Donor3
human3_lib2.final_cell_0599	ductal	Donor3
human3_lib2.final_cell_0600	alpha	Donor3
human3_lib2.final_cell_0601	alpha	Donor3
human3_lib2.final_cell_0602	alpha	Donor3
human3_lib2.final_cell_0603	alpha	Donor3
human3_lib2.final_cell_0604	alpha	Donor3
human3_lib2.final_cell_0605	quiescent_stellate	Donor3
human3_lib2.final_cell_0606	ductal	Donor3
human3_lib2.final_cell_0607	ductal	Donor3
human3_lib2.final_cell_0608	acinar	Donor3
human3_lib2.final_cell_0609	delta	Donor3
human3_lib2.final_cell_0610	alpha	Donor3
human3_lib2.final_cell_0611	ductal	Donor3
human3_lib2.final_cell_0612	alpha	Donor3
human3_lib2.final_cell_0613	alpha	Donor3
human3_lib2.final_cell_0614	acinar	Donor3
human3_lib2.final_cell_0615	delta	Donor3
human3_lib2.final_cell_0616	acinar	Donor3
human3_lib2.final_cell_0617	alpha	Donor3
human3_lib2.final_cell_0618	alpha	Donor3
human3_lib2.final_cell_0619	alpha	Donor3
human3_lib2.final_cell_0620	acinar	Donor3
human3_lib2.final_cell_0621	activated_stellate	Donor3
human3_lib2.final_cell_0622	beta	Donor3
human3_lib2.final_cell_0623	acinar	Donor3
human3_lib2.final_cell_0625	alpha	Donor3
human3_lib2.final_cell_0626	acinar	Donor3
human3_lib2.final_cell_0628	alpha	Donor3
human3_lib2.final_cell_0629	alpha	Donor3
human3_lib2.final_cell_0630	ductal	Donor3
human3_lib2.final_cell_0631	alpha	Donor3
human3_lib2.final_cell_0632	ductal	Donor3
human3_lib2.final_cell_0633	alpha	Donor3
human3_lib2.final_cell_0634	alpha	Donor3
human3_lib2.final_cell_0635	alpha	Donor3
human3_lib2.final_cell_0636	acinar	Donor3
human3_lib2.final_cell_0637	ductal	Donor3
human3_lib2.final_cell_0638	acinar	Donor3
human3_lib2.final_cell_0639	alpha	Donor3
human3_lib2.final_cell_0640	delta	Donor3
human3_lib2.final_cell_0641	alpha	Donor3
human3_lib2.final_cell_0642	alpha	Donor3
human3_lib2.final_cell_0643	acinar	Donor3
human3_lib2.final_cell_0645	alpha	Donor3
human3_lib2.final_cell_0646	acinar	Donor3
human3_lib2.final_cell_0647	endothelial	Donor3
human3_lib2.final_cell_0648	beta	Donor3
human3_lib2.final_cell_0649	alpha	Donor3
human3_lib2.final_cell_0650	activated_stellate	Donor3
human3_lib2.final_cell_0651	activated_stellate	Donor3
human3_lib2.final_cell_0652	acinar	Donor3
human3_lib2.final_cell_0653	alpha	Donor3
human3_lib2.final_cell_0654	alpha	Donor3
human3_lib2.final_cell_0655	alpha	Donor3
human3_lib2.final_cell_0656	alpha	Donor3
human3_lib2.final_cell_0657	ductal	Donor3
human3_lib2.final_cell_0658	alpha	Donor3
human3_lib2.final_cell_0659	endothelial	Donor3
human3_lib2.final_cell_0660	activated_stellate	Donor3
human3_lib2.final_cell_0661	alpha	Donor3
human3_lib2.final_cell_0662	alpha	Donor3
human3_lib2.final_cell_0663	beta	Donor3
human3_lib2.final_cell_0664	alpha	Donor3
human3_lib2.final_cell_0665	beta	Donor3
human3_lib2.final_cell_0666	alpha	Donor3
human3_lib2.final_cell_0668	quiescent_stellate	Donor3
human3_lib2.final_cell_0669	alpha	Donor3
human3_lib2.final_cell_0670	ductal	Donor3
human3_lib2.final_cell_0671	acinar	Donor3
human3_lib2.final_cell_0672	beta	Donor3
human3_lib2.final_cell_0673	mast	Donor3
human3_lib2.final_cell_0674	acinar	Donor3
human3_lib2.final_cell_0675	acinar	Donor3
human3_lib2.final_cell_0676	beta	Donor3
human3_lib2.final_cell_0677	beta	Donor3
human3_lib2.final_cell_0678	beta	Donor3
human3_lib2.final_cell_0679	alpha	Donor3
human3_lib2.final_cell_0680	alpha	Donor3
human3_lib2.final_cell_0681	activated_stellate	Donor3
human3_lib2.final_cell_0682	alpha	Donor3
human3_lib2.final_cell_0683	alpha	Donor3
human3_lib2.final_cell_0684	acinar	Donor3
human3_lib2.final_cell_0685	acinar	Donor3
human3_lib2.final_cell_0686	ductal	Donor3
human3_lib2.final_cell_0687	beta	Donor3
human3_lib2.final_cell_0688	alpha	Donor3
human3_lib2.final_cell_0689	acinar	Donor3
human3_lib2.final_cell_0690	ductal	Donor3
human3_lib2.final_cell_0691	beta	Donor3
human3_lib2.final_cell_0692	alpha	Donor3
human3_lib2.final_cell_0693	ductal	Donor3
human3_lib2.final_cell_0694	alpha	Donor3
human3_lib2.final_cell_0695	ductal	Donor3
human3_lib2.final_cell_0696	alpha	Donor3
human3_lib2.final_cell_0697	activated_stellate	Donor3
human3_lib2.final_cell_0698	ductal	Donor3
human3_lib2.final_cell_0700	alpha	Donor3
human3_lib2.final_cell_0701	quiescent_stellate	Donor3
human3_lib2.final_cell_0702	delta	Donor3
human3_lib2.final_cell_0703	beta	Donor3
human3_lib2.final_cell_0704	alpha	Donor3
human3_lib2.final_cell_0705	ductal	Donor3
human3_lib2.final_cell_0706	alpha	Donor3
human3_lib2.final_cell_0707	alpha	Donor3
human3_lib2.final_cell_0709	alpha	Donor3
human3_lib2.final_cell_0710	acinar	Donor3
human3_lib2.final_cell_0711	alpha	Donor3
human3_lib2.final_cell_0712	quiescent_stellate	Donor3
human3_lib2.final_cell_0713	ductal	Donor3
human3_lib2.final_cell_0714	alpha	Donor3
human3_lib2.final_cell_0715	ductal	Donor3
human3_lib2.final_cell_0716	activated_stellate	Donor3
human3_lib2.final_cell_0717	alpha	Donor3
human3_lib2.final_cell_0718	beta	Donor3
human3_lib2.final_cell_0719	alpha	Donor3
human3_lib2.final_cell_0720	acinar	Donor3
human3_lib2.final_cell_0721	acinar	Donor3
human3_lib2.final_cell_0722	alpha	Donor3
human3_lib2.final_cell_0723	alpha	Donor3
human3_lib2.final_cell_0724	alpha	Donor3
human3_lib2.final_cell_0725	ductal	Donor3
human3_lib2.final_cell_0726	beta	Donor3
human3_lib2.final_cell_0727	alpha	Donor3
human3_lib2.final_cell_0728	acinar	Donor3
human3_lib2.final_cell_0729	activated_stellate	Donor3
human3_lib2.final_cell_0730	alpha	Donor3
human3_lib2.final_cell_0731	beta	Donor3
human3_lib2.final_cell_0732	alpha	Donor3
human3_lib2.final_cell_0733	beta	Donor3
human3_lib2.final_cell_0734	beta	Donor3
human3_lib2.final_cell_0735	beta	Donor3
human3_lib2.final_cell_0736	alpha	Donor3
human3_lib2.final_cell_0737	macrophage	Donor3
human3_lib2.final_cell_0738	ductal	Donor3
human3_lib2.final_cell_0739	alpha	Donor3
human3_lib2.final_cell_0740	beta	Donor3
human3_lib2.final_cell_0741	alpha	Donor3
human3_lib2.final_cell_0743	ductal	Donor3
human3_lib2.final_cell_0744	alpha	Donor3
human3_lib2.final_cell_0745	alpha	Donor3
human3_lib2.final_cell_0746	alpha	Donor3
human3_lib2.final_cell_0747	alpha	Donor3
human3_lib2.final_cell_0748	alpha	Donor3
human3_lib2.final_cell_0750	alpha	Donor3
human3_lib2.final_cell_0752	ductal	Donor3
human3_lib2.final_cell_0753	ductal	Donor3
human3_lib2.final_cell_0754	ductal	Donor3
human3_lib2.final_cell_0755	alpha	Donor3
human3_lib2.final_cell_0756	ductal	Donor3
human3_lib2.final_cell_0757	activated_stellate	Donor3
human3_lib2.final_cell_0758	alpha	Donor3
human3_lib2.final_cell_0760	activated_stellate	Donor3
human3_lib2.final_cell_0761	alpha	Donor3
human3_lib2.final_cell_0762	acinar	Donor3
human3_lib2.final_cell_0763	acinar	Donor3
human3_lib2.final_cell_0764	alpha	Donor3
human3_lib2.final_cell_0765	delta	Donor3
human3_lib2.final_cell_0766	endothelial	Donor3
human3_lib2.final_cell_0767	quiescent_stellate	Donor3
human3_lib2.final_cell_0769	beta	Donor3
human3_lib2.final_cell_0770	alpha	Donor3
human3_lib2.final_cell_0771	activated_stellate	Donor3
human3_lib2.final_cell_0772	alpha	Donor3
human3_lib2.final_cell_0774	acinar	Donor3
human3_lib2.final_cell_0775	alpha	Donor3
human3_lib2.final_cell_0776	delta	Donor3
human3_lib2.final_cell_0777	acinar	Donor3
human3_lib2.final_cell_0778	quiescent_stellate	Donor3
human3_lib2.final_cell_0780	alpha	Donor3
human3_lib2.final_cell_0781	alpha	Donor3
human3_lib2.final_cell_0782	ductal	Donor3
human3_lib2.final_cell_0783	alpha	Donor3
human3_lib2.final_cell_0784	alpha	Donor3
human3_lib2.final_cell_0785	alpha	Donor3
human3_lib2.final_cell_0786	alpha	Donor3
human3_lib2.final_cell_0787	alpha	Donor3
human3_lib2.final_cell_0788	gamma	Donor3
human3_lib2.final_cell_0789	alpha	Donor3
human3_lib2.final_cell_0791	beta	Donor3
human3_lib2.final_cell_0792	delta	Donor3
human3_lib2.final_cell_0793	alpha	Donor3
human3_lib2.final_cell_0794	activated_stellate	Donor3
human3_lib2.final_cell_0795	alpha	Donor3
human3_lib2.final_cell_0796	quiescent_stellate	Donor3
human3_lib2.final_cell_0798	mast	Donor3
human3_lib2.final_cell_0799	alpha	Donor3
human3_lib2.final_cell_0800	acinar	Donor3
human3_lib2.final_cell_0801	alpha	Donor3
human3_lib2.final_cell_0802	alpha	Donor3
human3_lib2.final_cell_0803	endothelial	Donor3
human3_lib2.final_cell_0804	beta	Donor3
human3_lib2.final_cell_0805	macrophage	Donor3
human3_lib2.final_cell_0806	ductal	Donor3
human3_lib2.final_cell_0807	beta	Donor3
human3_lib2.final_cell_0810	alpha	Donor3
human3_lib2.final_cell_0811	beta	Donor3
human3_lib2.final_cell_0812	alpha	Donor3
human3_lib2.final_cell_0813	mast	Donor3
human3_lib2.final_cell_0814	alpha	Donor3
human3_lib2.final_cell_0815	alpha	Donor3
human3_lib2.final_cell_0816	beta	Donor3
human3_lib2.final_cell_0817	endothelial	Donor3
human3_lib2.final_cell_0818	acinar	Donor3
human3_lib2.final_cell_0819	endothelial	Donor3
human3_lib2.final_cell_0821	beta	Donor3
human3_lib2.final_cell_0822	alpha	Donor3
human3_lib2.final_cell_0823	quiescent_stellate	Donor3
human3_lib2.final_cell_0824	ductal	Donor3
human3_lib2.final_cell_0825	ductal	Donor3
human3_lib2.final_cell_0827	beta	Donor3
human3_lib2.final_cell_0828	alpha	Donor3
human3_lib2.final_cell_0832	quiescent_stellate	Donor3
human3_lib2.final_cell_0833	quiescent_stellate	Donor3
human3_lib2.final_cell_0834	beta	Donor3
human3_lib2.final_cell_0835	alpha	Donor3
human3_lib2.final_cell_0836	delta	Donor3
human3_lib2.final_cell_0837	alpha	Donor3
human3_lib2.final_cell_0838	ductal	Donor3
human3_lib2.final_cell_0839	acinar	Donor3
human3_lib2.final_cell_0840	alpha	Donor3
human3_lib2.final_cell_0841	alpha	Donor3
human3_lib2.final_cell_0842	alpha	Donor3
human3_lib2.final_cell_0843	quiescent_stellate	Donor3
human3_lib2.final_cell_0844	alpha	Donor3
human3_lib2.final_cell_0846	endothelial	Donor3
human3_lib2.final_cell_0847	activated_stellate	Donor3
human3_lib2.final_cell_0848	alpha	Donor3
human3_lib2.final_cell_0849	alpha	Donor3
human3_lib2.final_cell_0851	alpha	Donor3
human3_lib2.final_cell_0852	beta	Donor3
human3_lib2.final_cell_0854	alpha	Donor3
human3_lib2.final_cell_0855	ductal	Donor3
human3_lib2.final_cell_0856	endothelial	Donor3
human3_lib2.final_cell_0857	endothelial	Donor3
human3_lib2.final_cell_0858	endothelial	Donor3
human3_lib2.final_cell_0861	quiescent_stellate	Donor3
human3_lib2.final_cell_0863	beta	Donor3
human3_lib2.final_cell_0866	ductal	Donor3
human3_lib2.final_cell_0868	ductal	Donor3
