Barcode	Set	Platform	Type
GSE81076_D1713_22	GSE81076	CEL-Seq	ductal
GSE81076_D1713_23	GSE81076	CEL-Seq	MC
GSE81076_D1713_25	GSE81076	CEL-Seq	ductal
GSE81076_D1713_26	GSE81076	CEL-Seq	delta
GSE81076_D1713_27	GSE81076	CEL-Seq	acinar
GSE81076_D1713_28	GSE81076	CEL-Seq	ductal
GSE81076_D1713_29	GSE81076	CEL-Seq	acinar
GSE81076_D1713_30	GSE81076	CEL-Seq	ductal
GSE81076_D1713_31	GSE81076	CEL-Seq	ductal
GSE81076_D1713_32	GSE81076	CEL-Seq	ductal
GSE81076_D1713_33	GSE81076	CEL-Seq	acinar
GSE81076_D1713_34	GSE81076	CEL-Seq	MC
GSE81076_D1713_35	GSE81076	CEL-Seq	ductal
GSE81076_D1713_37	GSE81076	CEL-Seq	alpha
GSE81076_D1713_38	GSE81076	CEL-Seq	MC
GSE81076_D1713_40	GSE81076	CEL-Seq	MC
GSE81076_D1713_41	GSE81076	CEL-Seq	ductal
GSE81076_D1713_42	GSE81076	CEL-Seq	acinar
GSE81076_D1713_43	GSE81076	CEL-Seq	ductal
GSE81076_D1713_46	GSE81076	CEL-Seq	ductal
GSE81076_D1713_47	GSE81076	CEL-Seq	ductal
GSE81076_D1713_48	GSE81076	CEL-Seq	ductal
GSE81076_D1713_49	GSE81076	CEL-Seq	ductal
GSE81076_D1713_50	GSE81076	CEL-Seq	acinar
GSE81076_D1713_51	GSE81076	CEL-Seq	MC
GSE81076_D1713_52	GSE81076	CEL-Seq	ductal
GSE81076_D1713_53	GSE81076	CEL-Seq	ductal
GSE81076_D1713_54	GSE81076	CEL-Seq	ductal
GSE81076_D1713_55	GSE81076	CEL-Seq	ductal
GSE81076_D1713_56	GSE81076	CEL-Seq	ductal
GSE81076_D1713_57	GSE81076	CEL-Seq	ductal
GSE81076_D1713_58	GSE81076	CEL-Seq	acinar
GSE81076_D1713_59	GSE81076	CEL-Seq	ductal
GSE81076_D1713_61	GSE81076	CEL-Seq	acinar
GSE81076_D1713_62	GSE81076	CEL-Seq	acinar
GSE81076_D1713_63	GSE81076	CEL-Seq	acinar
GSE81076_D1713_64	GSE81076	CEL-Seq	ductal
GSE81076_D1713_65	GSE81076	CEL-Seq	ductal
GSE81076_D1713_66	GSE81076	CEL-Seq	ductal
GSE81076_D1713_67	GSE81076	CEL-Seq	acinar
GSE81076_D1713_68	GSE81076	CEL-Seq	acinar
GSE81076_D1713_69	GSE81076	CEL-Seq	acinar
GSE81076_D1713_70	GSE81076	CEL-Seq	acinar
GSE81076_D1713_71	GSE81076	CEL-Seq	acinar
GSE81076_D1713_72	GSE81076	CEL-Seq	acinar
GSE81076_D1713_73	GSE81076	CEL-Seq	ductal
GSE81076_D1713_74	GSE81076	CEL-Seq	ductal
GSE81076_D1713_75	GSE81076	CEL-Seq	ductal
GSE81076_D1713_76	GSE81076	CEL-Seq	MC
GSE81076_D1713_77	GSE81076	CEL-Seq	ductal
GSE81076_D1713_79	GSE81076	CEL-Seq	ductal
GSE81076_D1713_80	GSE81076	CEL-Seq	acinar
GSE81076_D1713_81	GSE81076	CEL-Seq	ductal
GSE81076_D1713_82	GSE81076	CEL-Seq	ductal
GSE81076_D1713_83	GSE81076	CEL-Seq	ductal
GSE81076_D1713_84	GSE81076	CEL-Seq	ductal
GSE81076_D1713_85	GSE81076	CEL-Seq	ductal
GSE81076_D1713_86	GSE81076	CEL-Seq	acinar
GSE81076_D1713_87	GSE81076	CEL-Seq	ductal
GSE81076_D1713_88	GSE81076	CEL-Seq	ductal
GSE81076_D1713_89	GSE81076	CEL-Seq	acinar
GSE81076_D1713_90	GSE81076	CEL-Seq	alpha
GSE81076_D1713_91	GSE81076	CEL-Seq	acinar
GSE81076_D1713_92	GSE81076	CEL-Seq	ductal
GSE81076_D1713_93	GSE81076	CEL-Seq	EC
GSE81076_D1713_94	GSE81076	CEL-Seq	ductal
GSE81076_D1713_95	GSE81076	CEL-Seq	beta
GSE81076_D1713_96	GSE81076	CEL-Seq	alpha
GSE81076_D172444_1	GSE81076	CEL-Seq	delta
GSE81076_D172444_2	GSE81076	CEL-Seq	alpha
GSE81076_D172444_3	GSE81076	CEL-Seq	beta
GSE81076_D172444_4	GSE81076	CEL-Seq	alpha
GSE81076_D172444_8	GSE81076	CEL-Seq	alpha
GSE81076_D172444_9	GSE81076	CEL-Seq	alpha
GSE81076_D172444_10	GSE81076	CEL-Seq	alpha
GSE81076_D172444_11	GSE81076	CEL-Seq	beta
GSE81076_D172444_12	GSE81076	CEL-Seq	alpha
GSE81076_D172444_13	GSE81076	CEL-Seq	alpha
GSE81076_D172444_14	GSE81076	CEL-Seq	alpha
GSE81076_D172444_15	GSE81076	CEL-Seq	ductal
GSE81076_D172444_16	GSE81076	CEL-Seq	alpha
GSE81076_D172444_17	GSE81076	CEL-Seq	alpha
GSE81076_D172444_18	GSE81076	CEL-Seq	alpha
GSE81076_D172444_19	GSE81076	CEL-Seq	acinar
GSE81076_D172444_20	GSE81076	CEL-Seq	alpha
GSE81076_D172444_21	GSE81076	CEL-Seq	beta
GSE81076_D172444_22	GSE81076	CEL-Seq	alpha
GSE81076_D172444_23	GSE81076	CEL-Seq	PP
GSE81076_D172444_25	GSE81076	CEL-Seq	alpha
GSE81076_D172444_26	GSE81076	CEL-Seq	alpha
GSE81076_D172444_28	GSE81076	CEL-Seq	alpha
GSE81076_D172444_29	GSE81076	CEL-Seq	alpha
GSE81076_D172444_30	GSE81076	CEL-Seq	alpha
GSE81076_D172444_31	GSE81076	CEL-Seq	alpha
GSE81076_D172444_32	GSE81076	CEL-Seq	alpha
GSE81076_D172444_33	GSE81076	CEL-Seq	alpha
GSE81076_D172444_34	GSE81076	CEL-Seq	alpha
GSE81076_D172444_35	GSE81076	CEL-Seq	alpha
GSE81076_D172444_36	GSE81076	CEL-Seq	alpha
GSE81076_D172444_37	GSE81076	CEL-Seq	alpha
GSE81076_D172444_38	GSE81076	CEL-Seq	alpha
GSE81076_D172444_39	GSE81076	CEL-Seq	EC
GSE81076_D172444_41	GSE81076	CEL-Seq	alpha
GSE81076_D172444_42	GSE81076	CEL-Seq	alpha
GSE81076_D172444_43	GSE81076	CEL-Seq	alpha
GSE81076_D172444_46	GSE81076	CEL-Seq	alpha
GSE81076_D172444_47	GSE81076	CEL-Seq	beta
GSE81076_D172444_48	GSE81076	CEL-Seq	beta
GSE81076_D172444_49	GSE81076	CEL-Seq	alpha
GSE81076_D172444_50	GSE81076	CEL-Seq	beta
GSE81076_D172444_51	GSE81076	CEL-Seq	beta
GSE81076_D172444_52	GSE81076	CEL-Seq	alpha
GSE81076_D172444_53	GSE81076	CEL-Seq	alpha
GSE81076_D172444_54	GSE81076	CEL-Seq	alpha
GSE81076_D172444_55	GSE81076	CEL-Seq	beta
GSE81076_D172444_56	GSE81076	CEL-Seq	alpha
GSE81076_D172444_57	GSE81076	CEL-Seq	alpha
GSE81076_D172444_58	GSE81076	CEL-Seq	alpha
GSE81076_D172444_59	GSE81076	CEL-Seq	ductal
GSE81076_D172444_60	GSE81076	CEL-Seq	alpha
GSE81076_D172444_61	GSE81076	CEL-Seq	alpha
GSE81076_D172444_62	GSE81076	CEL-Seq	alpha
GSE81076_D172444_63	GSE81076	CEL-Seq	beta
GSE81076_D172444_64	GSE81076	CEL-Seq	alpha
GSE81076_D172444_65	GSE81076	CEL-Seq	beta
GSE81076_D172444_66	GSE81076	CEL-Seq	alpha
GSE81076_D172444_67	GSE81076	CEL-Seq	beta
GSE81076_D172444_68	GSE81076	CEL-Seq	PP
GSE81076_D172444_69	GSE81076	CEL-Seq	beta
GSE81076_D172444_70	GSE81076	CEL-Seq	beta
GSE81076_D172444_71	GSE81076	CEL-Seq	alpha
GSE81076_D172444_72	GSE81076	CEL-Seq	alpha
GSE81076_D172444_73	GSE81076	CEL-Seq	alpha
GSE81076_D172444_74	GSE81076	CEL-Seq	beta
GSE81076_D172444_75	GSE81076	CEL-Seq	alpha
GSE81076_D172444_76	GSE81076	CEL-Seq	delta
GSE81076_D172444_77	GSE81076	CEL-Seq	alpha
GSE81076_D172444_78	GSE81076	CEL-Seq	alpha
GSE81076_D172444_79	GSE81076	CEL-Seq	alpha
GSE81076_D172444_80	GSE81076	CEL-Seq	delta
GSE81076_D172444_81	GSE81076	CEL-Seq	alpha
GSE81076_D172444_83	GSE81076	CEL-Seq	alpha
GSE81076_D172444_84	GSE81076	CEL-Seq	beta
GSE81076_D172444_85	GSE81076	CEL-Seq	alpha
GSE81076_D172444_86	GSE81076	CEL-Seq	beta
GSE81076_D172444_87	GSE81076	CEL-Seq	alpha
GSE81076_D172444_88	GSE81076	CEL-Seq	alpha
GSE81076_D172444_89	GSE81076	CEL-Seq	ductal
GSE81076_D172444_90	GSE81076	CEL-Seq	alpha
GSE81076_D172444_91	GSE81076	CEL-Seq	alpha
GSE81076_D172444_92	GSE81076	CEL-Seq	alpha
GSE81076_D172444_93	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_1	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_2	GSE81076	CEL-Seq	PP
GSE81076_D17All1_3	GSE81076	CEL-Seq	beta
GSE81076_D17All1_4	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_5	GSE81076	CEL-Seq	beta
GSE81076_D17All1_6	GSE81076	CEL-Seq	beta
GSE81076_D17All1_7	GSE81076	CEL-Seq	beta
GSE81076_D17All1_8	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_9	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_10	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_11	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_12	GSE81076	CEL-Seq	beta
GSE81076_D17All1_16	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_18	GSE81076	CEL-Seq	PP
GSE81076_D17All1_19	GSE81076	CEL-Seq	beta
GSE81076_D17All1_20	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_22	GSE81076	CEL-Seq	beta
GSE81076_D17All1_23	GSE81076	CEL-Seq	beta
GSE81076_D17All1_24	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_25	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_26	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_27	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_28	GSE81076	CEL-Seq	PP
GSE81076_D17All1_29	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_30	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_31	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_32	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_33	GSE81076	CEL-Seq	delta
GSE81076_D17All1_35	GSE81076	CEL-Seq	beta
GSE81076_D17All1_36	GSE81076	CEL-Seq	acinar
GSE81076_D17All1_37	GSE81076	CEL-Seq	delta
GSE81076_D17All1_38	GSE81076	CEL-Seq	beta
GSE81076_D17All1_39	GSE81076	CEL-Seq	delta
GSE81076_D17All1_40	GSE81076	CEL-Seq	beta
GSE81076_D17All1_41	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_42	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_43	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_44	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_45	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_46	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_47	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_48	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_49	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_50	GSE81076	CEL-Seq	acinar
GSE81076_D17All1_51	GSE81076	CEL-Seq	beta
GSE81076_D17All1_52	GSE81076	CEL-Seq	acinar
GSE81076_D17All1_53	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_54	GSE81076	CEL-Seq	delta
GSE81076_D17All1_55	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_56	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_57	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_58	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_59	GSE81076	CEL-Seq	delta
GSE81076_D17All1_60	GSE81076	CEL-Seq	beta
GSE81076_D17All1_61	GSE81076	CEL-Seq	delta
GSE81076_D17All1_62	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_63	GSE81076	CEL-Seq	beta
GSE81076_D17All1_64	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_65	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_66	GSE81076	CEL-Seq	beta
GSE81076_D17All1_67	GSE81076	CEL-Seq	beta
GSE81076_D17All1_68	GSE81076	CEL-Seq	MC
GSE81076_D17All1_69	GSE81076	CEL-Seq	acinar
GSE81076_D17All1_70	GSE81076	CEL-Seq	beta
GSE81076_D17All1_71	GSE81076	CEL-Seq	beta
GSE81076_D17All1_72	GSE81076	CEL-Seq	PP
GSE81076_D17All1_73	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_74	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_75	GSE81076	CEL-Seq	beta
GSE81076_D17All1_76	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_77	GSE81076	CEL-Seq	delta
GSE81076_D17All1_78	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_79	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_80	GSE81076	CEL-Seq	delta
GSE81076_D17All1_81	GSE81076	CEL-Seq	beta
GSE81076_D17All1_82	GSE81076	CEL-Seq	beta
GSE81076_D17All1_83	GSE81076	CEL-Seq	beta
GSE81076_D17All1_84	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_86	GSE81076	CEL-Seq	ductal
GSE81076_D17All1_87	GSE81076	CEL-Seq	beta
GSE81076_D17All1_88	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_89	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_90	GSE81076	CEL-Seq	beta
GSE81076_D17All1_91	GSE81076	CEL-Seq	beta
GSE81076_D17All1_92	GSE81076	CEL-Seq	acinar
GSE81076_D17All1_93	GSE81076	CEL-Seq	alpha
GSE81076_D17All1_95	GSE81076	CEL-Seq	beta
GSE81076_D17All1_96	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_1	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_2	GSE81076	CEL-Seq	beta
GSE81076_D17All2_3	GSE81076	CEL-Seq	acinar
GSE81076_D17All2_4	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_6	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_7	GSE81076	CEL-Seq	delta
GSE81076_D17All2_8	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_9	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_10	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_11	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_12	GSE81076	CEL-Seq	beta
GSE81076_D17All2_13	GSE81076	CEL-Seq	beta
GSE81076_D17All2_14	GSE81076	CEL-Seq	PP
GSE81076_D17All2_15	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_16	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_17	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_18	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_19	GSE81076	CEL-Seq	delta
GSE81076_D17All2_20	GSE81076	CEL-Seq	beta
GSE81076_D17All2_21	GSE81076	CEL-Seq	beta
GSE81076_D17All2_22	GSE81076	CEL-Seq	beta
GSE81076_D17All2_23	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_24	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_25	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_26	GSE81076	CEL-Seq	beta
GSE81076_D17All2_27	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_28	GSE81076	CEL-Seq	PP
GSE81076_D17All2_29	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_30	GSE81076	CEL-Seq	beta
GSE81076_D17All2_31	GSE81076	CEL-Seq	beta
GSE81076_D17All2_32	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_33	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_34	GSE81076	CEL-Seq	beta
GSE81076_D17All2_35	GSE81076	CEL-Seq	beta
GSE81076_D17All2_36	GSE81076	CEL-Seq	beta
GSE81076_D17All2_37	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_38	GSE81076	CEL-Seq	PP
GSE81076_D17All2_39	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_40	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_41	GSE81076	CEL-Seq	beta
GSE81076_D17All2_43	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_44	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_45	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_46	GSE81076	CEL-Seq	PP
GSE81076_D17All2_47	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_48	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_49	GSE81076	CEL-Seq	delta
GSE81076_D17All2_52	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_53	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_54	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_55	GSE81076	CEL-Seq	beta
GSE81076_D17All2_56	GSE81076	CEL-Seq	beta
GSE81076_D17All2_57	GSE81076	CEL-Seq	beta
GSE81076_D17All2_58	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_59	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_61	GSE81076	CEL-Seq	delta
GSE81076_D17All2_62	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_63	GSE81076	CEL-Seq	PP
GSE81076_D17All2_64	GSE81076	CEL-Seq	beta
GSE81076_D17All2_65	GSE81076	CEL-Seq	beta
GSE81076_D17All2_66	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_68	GSE81076	CEL-Seq	beta
GSE81076_D17All2_69	GSE81076	CEL-Seq	beta
GSE81076_D17All2_70	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_71	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_72	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_74	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_76	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_77	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_78	GSE81076	CEL-Seq	delta
GSE81076_D17All2_79	GSE81076	CEL-Seq	acinar
GSE81076_D17All2_80	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_81	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_82	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_83	GSE81076	CEL-Seq	MC
GSE81076_D17All2_84	GSE81076	CEL-Seq	alpha
GSE81076_D17All2_85	GSE81076	CEL-Seq	PP
GSE81076_D17All2_86	GSE81076	CEL-Seq	MC
GSE81076_D17All2_87	GSE81076	CEL-Seq	beta
GSE81076_D17All2_88	GSE81076	CEL-Seq	PP
GSE81076_D17All2_90	GSE81076	CEL-Seq	beta
GSE81076_D17All2_91	GSE81076	CEL-Seq	ductal
GSE81076_D17All2_92	GSE81076	CEL-Seq	PP
GSE81076_D17All2_93	GSE81076	CEL-Seq	MC
GSE81076_D17All2_94	GSE81076	CEL-Seq	beta
GSE81076_D17All2_95	GSE81076	CEL-Seq	beta
GSE81076_D17TGFB_1	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_2	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_3	GSE81076	CEL-Seq	ductal
GSE81076_D17TGFB_4	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_5	GSE81076	CEL-Seq	ductal
GSE81076_D17TGFB_6	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_7	GSE81076	CEL-Seq	EC
GSE81076_D17TGFB_8	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_9	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_10	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_11	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_12	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_13	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_14	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_15	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_16	GSE81076	CEL-Seq	delta
GSE81076_D17TGFB_17	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_19	GSE81076	CEL-Seq	ductal
GSE81076_D17TGFB_20	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_21	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_22	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_23	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_24	GSE81076	CEL-Seq	ductal
GSE81076_D17TGFB_25	GSE81076	CEL-Seq	ductal
GSE81076_D17TGFB_26	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_27	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_28	GSE81076	CEL-Seq	ductal
GSE81076_D17TGFB_29	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_31	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_32	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_33	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_34	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_35	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_36	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_37	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_38	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_39	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_40	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_41	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_42	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_43	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_44	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_45	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_47	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_48	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_49	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_50	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_51	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_52	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_53	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_54	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_55	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_56	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_57	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_58	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_59	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_61	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_63	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_64	GSE81076	CEL-Seq	ductal
GSE81076_D17TGFB_65	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_66	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_67	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_68	GSE81076	CEL-Seq	beta
GSE81076_D17TGFB_69	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_70	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_71	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_72	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_73	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_74	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_75	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_76	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_77	GSE81076	CEL-Seq	MC
GSE81076_D17TGFB_78	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_79	GSE81076	CEL-Seq	ductal
GSE81076_D17TGFB_80	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_81	GSE81076	CEL-Seq	ductal
GSE81076_D17TGFB_82	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_83	GSE81076	CEL-Seq	ductal
GSE81076_D17TGFB_85	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_86	GSE81076	CEL-Seq	ductal
GSE81076_D17TGFB_87	GSE81076	CEL-Seq	ductal
GSE81076_D17TGFB_88	GSE81076	CEL-Seq	ductal
GSE81076_D17TGFB_89	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_90	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_91	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_92	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_93	GSE81076	CEL-Seq	acinar
GSE81076_D17TGFB_94	GSE81076	CEL-Seq	alpha
GSE81076_D17TGFB_95	GSE81076	CEL-Seq	alpha
E-MTAB-5061_HP1502401_B13	E-MTAB-5061	Smart-Seq2	acinar
E-MTAB-5061_HP1502401_H13	E-MTAB-5061	Smart-Seq2	PP
E-MTAB-5061_HP1502401_D13	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1504101T2D_D16	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504101T2D_F8	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1502401_F4	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504101T2D_H11	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504101T2D_G13	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504101T2D_L22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1502401_K4	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504101T2D_G15	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504101T2D_P8	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1502401_N24	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1502401_K18	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504101T2D_I4	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504101T2D_O21	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504101T2D_O7	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504101T2D_G5	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504101T2D_B15	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1502401_A21	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1502401_D23	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504101T2D_I13	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1502401_D21	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1502401_G21	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1502401_G1	E-MTAB-5061	Smart-Seq2	PP
E-MTAB-5061_HP1504101T2D_B19	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1502401_O12	E-MTAB-5061	Smart-Seq2	beta
